Brand,Processor,RAM (GB),Storage,Operating System,Price ($)
HP,Intel i5,4,1TB HDD,macOS,1066.92
Samsung,Intel i3,16,1TB SSD,FreeDOS,1964.8
Microsoft,Intel i3,16,512GB SSD,Windows,1793.84
Apple,AMD Ryzen 7,32,512GB SSD,Linux,2597.12
Dell,Intel i5,64,1TB HDD,Linux,1715.09
HP,AMD Ryzen 7,16,512GB SSD,FreeDOS,2635.95
Dell,Intel i5,4,2TB SSD,macOS,759.01
Asus,Intel i9,64,2TB SSD,macOS,3711.22
Razer,Intel i7,4,1TB SSD,Windows,1393.5
Apple,AMD Ryzen 3,16,512GB SSD,FreeDOS,2202.59
Asus,Intel i9,32,256GB SSD,Linux,2510.36
Dell,AMD Ryzen 9,4,512GB SSD,FreeDOS,1691.18
Lenovo,Intel i9,64,2TB SSD,Windows,7115.61
Lenovo,Intel i7,64,2TB SSD,macOS,1781.2
MSI,Intel i7,4,256GB SSD,Linux,896.36
Asus,Intel i5,8,256GB SSD,Windows,1833.47
Microsoft,AMD Ryzen 5,4,1TB HDD,Windows,973.81
Razer,Intel i7,16,1TB SSD,Linux,3565.72
HP,AMD Ryzen 7,8,512GB SSD,FreeDOS,1029.54
MSI,Intel i7,64,1TB HDD,Windows,5693.68
Dell,Intel i5,8,1TB HDD,Linux,1138.36
Apple,AMD Ryzen 7,8,256GB SSD,macOS,3280.32
HP,Intel i5,4,1TB HDD,FreeDOS,945.29
Dell,AMD Ryzen 5,32,512GB SSD,FreeDOS,1801.05
Lenovo,AMD Ryzen 7,64,1TB SSD,macOS,3657.29
HP,Intel i9,8,1TB SSD,Linux,1496.52
Apple,AMD Ryzen 9,32,256GB SSD,FreeDOS,6530.04
Razer,Intel i9,4,2TB SSD,macOS,2490.61
Apple,AMD Ryzen 5,32,256GB SSD,FreeDOS,3029.42
Asus,Intel i3,32,2TB SSD,Windows,1545.5
Apple,AMD Ryzen 7,8,2TB SSD,Linux,2445.48
MSI,AMD Ryzen 5,16,1TB HDD,Linux,1138.22
Dell,AMD Ryzen 9,8,1TB HDD,macOS,1289.79
Asus,Intel i9,64,1TB HDD,Windows,4460.16
Samsung,Intel i7,64,1TB SSD,FreeDOS,3228.1
Microsoft,AMD Ryzen 5,16,256GB SSD,Linux,1310.94
Lenovo,Intel i9,4,1TB SSD,FreeDOS,2602.75
Samsung,Intel i7,64,1TB SSD,macOS,2619.87
Lenovo,AMD Ryzen 9,8,1TB HDD,macOS,2364.57
Dell,AMD Ryzen 3,32,512GB SSD,macOS,1255.77
Apple,AMD Ryzen 3,16,2TB SSD,Linux,1247.88
Apple,AMD Ryzen 5,16,2TB SSD,Linux,1849.81
HP,AMD Ryzen 5,8,2TB SSD,macOS,1711.16
Lenovo,Intel i3,16,2TB SSD,Linux,1272.58
Razer,AMD Ryzen 5,32,256GB SSD,Linux,2964.82
Asus,Intel i3,16,1TB SSD,FreeDOS,1433.41
Dell,Intel i3,32,1TB HDD,Windows,906.92
Razer,Intel i9,64,1TB HDD,Windows,8239.94
Dell,Intel i7,32,256GB SSD,Windows,1730.52
Apple,AMD Ryzen 3,8,1TB HDD,Windows,1010.73
HP,AMD Ryzen 5,8,1TB HDD,FreeDOS,981.22
Dell,Intel i3,4,256GB SSD,FreeDOS,440.57
MSI,Intel i7,4,512GB SSD,FreeDOS,1439.5
Samsung,AMD Ryzen 5,32,512GB SSD,FreeDOS,1774.33
HP,AMD Ryzen 3,64,256GB SSD,FreeDOS,2058.68
Apple,AMD Ryzen 7,8,2TB SSD,macOS,1824.29
Asus,Intel i5,64,256GB SSD,Linux,2332.66
Dell,Intel i5,32,512GB SSD,FreeDOS,1392.21
Razer,Intel i3,16,1TB SSD,macOS,1669.47
HP,AMD Ryzen 3,8,2TB SSD,Linux,828.24
Razer,AMD Ryzen 5,64,1TB SSD,Linux,5944.48
Acer,Intel i9,4,2TB SSD,FreeDOS,1667.09
Razer,Intel i3,4,2TB SSD,FreeDOS,1425.9
HP,AMD Ryzen 9,16,512GB SSD,Windows,1375
Razer,Intel i7,16,512GB SSD,FreeDOS,2939.42
Razer,AMD Ryzen 7,16,256GB SSD,macOS,1790.44
Lenovo,AMD Ryzen 5,16,1TB SSD,Windows,1026.82
Apple,AMD Ryzen 9,16,1TB SSD,Windows,2335.34
Apple,Intel i9,64,256GB SSD,Windows,7966.98
Apple,Intel i5,4,1TB SSD,macOS,710.66
Apple,Intel i3,64,2TB SSD,FreeDOS,5393.18
MSI,AMD Ryzen 3,16,512GB SSD,Windows,1470.14
Acer,AMD Ryzen 3,16,1TB SSD,FreeDOS,1582.54
Apple,AMD Ryzen 3,4,1TB SSD,macOS,1282.77
Samsung,AMD Ryzen 7,32,256GB SSD,FreeDOS,2227.59
HP,AMD Ryzen 3,8,1TB HDD,Linux,447.12
MSI,Intel i5,32,256GB SSD,Windows,1530.04
Apple,Intel i5,64,1TB SSD,FreeDOS,1984.3
HP,AMD Ryzen 9,64,512GB SSD,Windows,3940.9
Acer,AMD Ryzen 7,32,256GB SSD,FreeDOS,3154.06
Acer,Intel i5,64,1TB SSD,Windows,3806.14
Dell,AMD Ryzen 3,32,1TB SSD,macOS,1237.54
Lenovo,AMD Ryzen 5,64,1TB HDD,macOS,1727.67
MSI,Intel i9,32,1TB HDD,Linux,2628.78
Asus,AMD Ryzen 3,64,2TB SSD,Windows,2052.42
Dell,Intel i7,64,1TB SSD,macOS,3093.06
Microsoft,AMD Ryzen 5,64,512GB SSD,Windows,2042.86
Acer,Intel i7,8,1TB SSD,FreeDOS,1192.03
Razer,AMD Ryzen 3,8,1TB SSD,macOS,1744.33
Lenovo,AMD Ryzen 7,8,1TB HDD,FreeDOS,1592.07
Acer,Intel i9,32,1TB HDD,Linux,2881.34
Apple,AMD Ryzen 7,64,256GB SSD,Windows,7318.12
Samsung,Intel i3,32,2TB SSD,Windows,2488.23
Microsoft,Intel i9,4,1TB SSD,Linux,1409.77
Acer,Intel i5,32,1TB HDD,Linux,2471.63
Asus,Intel i5,4,1TB SSD,macOS,1368.12
Dell,AMD Ryzen 3,16,2TB SSD,FreeDOS,756.4
Microsoft,Intel i9,4,256GB SSD,macOS,1938.34
Lenovo,AMD Ryzen 7,4,256GB SSD,Windows,919.96
Apple,Intel i7,8,512GB SSD,Windows,3381.1
MSI,AMD Ryzen 7,4,1TB HDD,Windows,1133.28
Acer,AMD Ryzen 9,32,256GB SSD,Linux,2765.69
MSI,AMD Ryzen 3,32,512GB SSD,Linux,1532.35
Dell,Intel i3,8,512GB SSD,macOS,1535.15
Razer,Intel i7,64,256GB SSD,Linux,7512.79
Asus,AMD Ryzen 9,8,1TB HDD,Windows,876.49
Dell,AMD Ryzen 5,8,1TB SSD,Windows,1442.4
Dell,AMD Ryzen 5,64,1TB HDD,FreeDOS,2482.42
Apple,AMD Ryzen 7,16,256GB SSD,FreeDOS,3102.65
Razer,Intel i7,8,1TB HDD,macOS,2525.09
Samsung,Intel i3,4,1TB HDD,FreeDOS,1267.66
Apple,AMD Ryzen 9,64,1TB HDD,macOS,4881.65
Razer,Intel i7,8,256GB SSD,Linux,2472.44
Dell,AMD Ryzen 9,4,1TB SSD,FreeDOS,1738.77
Microsoft,AMD Ryzen 7,64,2TB SSD,FreeDOS,2809.99
Samsung,Intel i7,8,256GB SSD,macOS,1156.89
HP,AMD Ryzen 3,32,1TB HDD,Windows,797.45
Lenovo,Intel i5,64,512GB SSD,FreeDOS,2419.44
Acer,AMD Ryzen 9,4,2TB SSD,Windows,2332.15
Lenovo,AMD Ryzen 3,16,256GB SSD,macOS,1686.36
Acer,AMD Ryzen 7,8,256GB SSD,Linux,1096.55
Samsung,AMD Ryzen 7,64,2TB SSD,Windows,2422.24
Razer,AMD Ryzen 7,64,1TB SSD,FreeDOS,5648.92
Apple,Intel i7,8,512GB SSD,macOS,2038.79
Lenovo,AMD Ryzen 9,8,512GB SSD,macOS,1202.14
Dell,Intel i5,8,2TB SSD,Windows,1300.88
Apple,AMD Ryzen 9,8,1TB HDD,Windows,3559.7
Microsoft,AMD Ryzen 5,32,512GB SSD,Linux,2055.55
HP,AMD Ryzen 5,32,1TB SSD,FreeDOS,2168
Asus,AMD Ryzen 9,8,1TB HDD,Windows,1296.28
Razer,AMD Ryzen 7,16,512GB SSD,FreeDOS,2782.11
Samsung,AMD Ryzen 9,32,256GB SSD,Windows,2421.14
Apple,AMD Ryzen 7,64,1TB HDD,FreeDOS,6704.98
Microsoft,Intel i5,64,1TB SSD,Windows,3178.73
Samsung,Intel i3,4,1TB HDD,Linux,385.4
Apple,AMD Ryzen 9,4,1TB HDD,macOS,1829.42
HP,Intel i3,8,1TB SSD,Windows,843.43
Acer,AMD Ryzen 5,32,256GB SSD,Windows,1743.09
Razer,AMD Ryzen 7,64,2TB SSD,Windows,4568.43
Asus,Intel i3,32,1TB HDD,FreeDOS,1465.04
Lenovo,AMD Ryzen 9,32,1TB HDD,Windows,2280.41
Samsung,AMD Ryzen 7,8,256GB SSD,Linux,2336.84
Asus,Intel i5,8,256GB SSD,Linux,1278.94
Acer,Intel i5,16,256GB SSD,Linux,1191.61
Apple,Intel i7,32,1TB SSD,macOS,1701.57
Apple,Intel i5,64,256GB SSD,macOS,2953
HP,AMD Ryzen 5,32,1TB SSD,macOS,1710.69
Asus,Intel i7,4,2TB SSD,FreeDOS,1237.68
Lenovo,Intel i7,4,1TB SSD,Windows,566.31
MSI,Intel i3,32,2TB SSD,FreeDOS,1472.6
Dell,Intel i9,4,512GB SSD,FreeDOS,2628.06
Dell,Intel i7,64,256GB SSD,Linux,2363.91
MSI,AMD Ryzen 9,32,1TB HDD,FreeDOS,3239.04
Dell,AMD Ryzen 5,16,512GB SSD,Linux,1278.94
Apple,AMD Ryzen 7,16,256GB SSD,Linux,3181.72
HP,AMD Ryzen 3,64,2TB SSD,macOS,1848.87
MSI,AMD Ryzen 5,32,256GB SSD,FreeDOS,3498.91
Samsung,Intel i7,64,2TB SSD,FreeDOS,4130.07
Lenovo,AMD Ryzen 7,4,1TB SSD,FreeDOS,919.69
Samsung,Intel i7,4,256GB SSD,Windows,903.23
MSI,AMD Ryzen 3,16,256GB SSD,Windows,1428.51
HP,AMD Ryzen 5,32,1TB HDD,Windows,1710.97
Asus,Intel i3,4,1TB SSD,FreeDOS,806.82
Asus,AMD Ryzen 3,8,512GB SSD,Windows,788.88
MSI,AMD Ryzen 9,8,2TB SSD,Windows,3556.83
Apple,AMD Ryzen 3,16,1TB HDD,Linux,1817.48
MSI,AMD Ryzen 5,4,1TB SSD,FreeDOS,2061.34
MSI,Intel i7,64,512GB SSD,FreeDOS,3976.85
Asus,AMD Ryzen 9,32,256GB SSD,Windows,2486.76
Microsoft,AMD Ryzen 3,8,1TB HDD,Windows,809.55
Lenovo,Intel i3,64,2TB SSD,Windows,2497.99
Asus,Intel i7,32,1TB SSD,Windows,2064.92
Dell,AMD Ryzen 9,64,1TB HDD,Linux,4197.6
Microsoft,Intel i9,32,1TB SSD,Windows,3629.8
Razer,Intel i9,32,512GB SSD,Windows,6840.28
Apple,AMD Ryzen 9,64,2TB SSD,Linux,6333.05
Asus,Intel i3,8,256GB SSD,Windows,609.51
Samsung,AMD Ryzen 5,32,1TB SSD,FreeDOS,1626.46
HP,AMD Ryzen 9,64,1TB SSD,Linux,3695.54
Dell,Intel i7,16,256GB SSD,Linux,2629.08
MSI,AMD Ryzen 7,4,256GB SSD,Linux,1150.43
Samsung,AMD Ryzen 3,64,1TB HDD,macOS,2641.9
Apple,Intel i3,8,2TB SSD,FreeDOS,2161.8
Samsung,Intel i3,64,256GB SSD,Linux,2806.63
Lenovo,AMD Ryzen 7,4,2TB SSD,Linux,2120.99
Apple,Intel i3,4,1TB HDD,Linux,953.44
Acer,AMD Ryzen 3,8,1TB HDD,Linux,940.66
Microsoft,Intel i7,32,2TB SSD,FreeDOS,2086.57
Acer,Intel i5,4,2TB SSD,Windows,879.18
Acer,Intel i5,8,1TB HDD,Windows,821.84
Acer,AMD Ryzen 5,64,512GB SSD,Linux,2193.26
Asus,Intel i9,64,2TB SSD,Windows,7099.91
Lenovo,Intel i9,4,1TB SSD,Windows,2565.12
MSI,Intel i3,4,1TB HDD,Linux,858.25
Lenovo,AMD Ryzen 7,4,1TB SSD,macOS,1446.88
Razer,Intel i3,32,256GB SSD,macOS,1919.06
MSI,AMD Ryzen 5,64,512GB SSD,Windows,3050.24
HP,Intel i9,4,256GB SSD,Linux,2781.53
Samsung,Intel i3,4,1TB SSD,macOS,1244.31
HP,Intel i9,4,1TB SSD,Windows,1338.48
Acer,Intel i9,4,1TB HDD,Linux,1402.27
Microsoft,AMD Ryzen 7,8,2TB SSD,macOS,1617.4
HP,AMD Ryzen 3,64,512GB SSD,Linux,3194.92
Asus,AMD Ryzen 9,16,2TB SSD,FreeDOS,2795.78
Samsung,AMD Ryzen 3,8,512GB SSD,FreeDOS,841.68
Lenovo,Intel i3,32,256GB SSD,FreeDOS,774.23
Samsung,Intel i5,16,1TB HDD,macOS,713.12
Microsoft,Intel i5,8,1TB SSD,Linux,1746.08
Microsoft,Intel i3,32,1TB SSD,Linux,2092.34
MSI,AMD Ryzen 9,8,1TB HDD,FreeDOS,2942.94
Asus,Intel i9,32,1TB HDD,Linux,2922.13
Razer,AMD Ryzen 3,4,512GB SSD,macOS,1369.76
Asus,Intel i3,32,512GB SSD,Linux,1122.16
Microsoft,Intel i3,16,1TB SSD,Windows,1393.62
Razer,AMD Ryzen 3,32,256GB SSD,Linux,1819.47
Samsung,Intel i9,8,256GB SSD,macOS,1161.65
Razer,AMD Ryzen 3,64,512GB SSD,macOS,2622.91
Asus,Intel i5,8,2TB SSD,FreeDOS,1888.25
Microsoft,Intel i3,16,1TB HDD,macOS,1078.83
Asus,AMD Ryzen 9,4,1TB HDD,Windows,2297.03
Apple,AMD Ryzen 3,4,1TB SSD,macOS,2021.49
MSI,AMD Ryzen 3,8,1TB SSD,FreeDOS,1011.37
Lenovo,AMD Ryzen 7,4,2TB SSD,Linux,1245.92
Razer,Intel i9,8,256GB SSD,Windows,3723.81
Dell,Intel i5,8,1TB HDD,FreeDOS,1269.36
Samsung,Intel i7,32,256GB SSD,macOS,2315.84
Lenovo,AMD Ryzen 7,8,1TB HDD,Linux,893.02
Lenovo,Intel i7,64,2TB SSD,Windows,3335.73
Razer,Intel i5,16,1TB HDD,Windows,2357.16
Samsung,Intel i5,8,256GB SSD,Linux,1739.59
Lenovo,AMD Ryzen 5,32,1TB HDD,Linux,1369.51
Acer,AMD Ryzen 9,64,512GB SSD,Windows,5036.46
Apple,Intel i7,8,256GB SSD,Windows,2007.67
Acer,Intel i5,8,1TB HDD,macOS,1356.93
Microsoft,AMD Ryzen 7,8,2TB SSD,Linux,1400.02
Apple,Intel i3,8,1TB HDD,Linux,809.94
HP,AMD Ryzen 9,4,2TB SSD,FreeDOS,1159.27
Razer,Intel i7,32,1TB SSD,Windows,3651.78
Microsoft,Intel i3,32,1TB SSD,Windows,1426.17
Razer,AMD Ryzen 3,16,512GB SSD,Windows,952.43
Microsoft,AMD Ryzen 7,32,512GB SSD,FreeDOS,1581.71
Razer,Intel i7,32,256GB SSD,Linux,1647.1
Samsung,Intel i5,64,2TB SSD,FreeDOS,2685.77
Razer,AMD Ryzen 3,16,2TB SSD,Windows,1344.13
HP,Intel i5,16,2TB SSD,Linux,1745.82
MSI,AMD Ryzen 5,4,2TB SSD,FreeDOS,1515.7
HP,AMD Ryzen 3,32,2TB SSD,FreeDOS,1108.52
Lenovo,Intel i7,8,1TB HDD,FreeDOS,942.74
Samsung,AMD Ryzen 3,8,512GB SSD,Windows,1574.74
Lenovo,Intel i9,8,2TB SSD,FreeDOS,1399.43
Samsung,Intel i9,8,2TB SSD,Windows,2003.17
Acer,Intel i7,16,2TB SSD,Linux,1217.97
Asus,Intel i9,64,1TB HDD,Windows,3713.61
Asus,AMD Ryzen 7,16,256GB SSD,macOS,2610.52
HP,Intel i3,32,2TB SSD,Windows,1259.36
Dell,AMD Ryzen 9,4,2TB SSD,FreeDOS,1404.16
Dell,Intel i7,32,256GB SSD,Linux,3711.22
MSI,Intel i5,8,2TB SSD,FreeDOS,2241.65
MSI,Intel i3,4,512GB SSD,macOS,879.69
MSI,AMD Ryzen 7,32,1TB SSD,FreeDOS,4630.83
Dell,AMD Ryzen 9,16,2TB SSD,FreeDOS,3597.7
Asus,Intel i7,4,256GB SSD,Windows,1185.27
HP,Intel i3,8,1TB HDD,Linux,921.33
Apple,AMD Ryzen 9,32,256GB SSD,Windows,4955.32
Dell,Intel i3,8,1TB HDD,Linux,681.26
Lenovo,AMD Ryzen 7,64,512GB SSD,FreeDOS,3098.82
HP,Intel i3,32,256GB SSD,macOS,1591.09
MSI,Intel i7,16,1TB HDD,Windows,2993.71
Dell,Intel i3,8,2TB SSD,FreeDOS,1620.03
Lenovo,Intel i9,4,2TB SSD,macOS,1530.85
Razer,AMD Ryzen 9,32,1TB HDD,Linux,5690.89
Dell,AMD Ryzen 9,16,1TB SSD,FreeDOS,2251.63
Samsung,Intel i5,16,256GB SSD,Linux,1273.45
MSI,AMD Ryzen 9,8,256GB SSD,macOS,1769.83
Lenovo,Intel i3,8,512GB SSD,Windows,920.41
MSI,Intel i9,4,2TB SSD,macOS,1816.38
Lenovo,Intel i9,16,256GB SSD,Linux,3238.26
Microsoft,AMD Ryzen 9,16,1TB HDD,macOS,1631.45
Microsoft,Intel i5,16,1TB HDD,Windows,1276.16
Microsoft,Intel i5,64,256GB SSD,FreeDOS,2244.92
Dell,Intel i5,4,256GB SSD,FreeDOS,676.06
MSI,AMD Ryzen 3,8,1TB SSD,Linux,1610.29
HP,AMD Ryzen 3,32,1TB HDD,macOS,1990.86
MSI,AMD Ryzen 3,32,256GB SSD,FreeDOS,1711.19
Lenovo,Intel i9,4,2TB SSD,FreeDOS,1763.9
Samsung,AMD Ryzen 9,32,512GB SSD,Linux,3287.73
Apple,Intel i5,8,1TB SSD,FreeDOS,1957.88
Lenovo,Intel i9,32,1TB HDD,FreeDOS,2764.91
Samsung,AMD Ryzen 3,8,1TB SSD,Linux,844.29
Asus,Intel i5,64,256GB SSD,Linux,3173.41
Asus,AMD Ryzen 5,8,256GB SSD,Linux,1200.81
Razer,Intel i9,8,2TB SSD,FreeDOS,2162.8
Asus,Intel i7,32,1TB SSD,macOS,3718.46
Dell,Intel i9,32,512GB SSD,Linux,2688.12
Microsoft,AMD Ryzen 3,16,1TB HDD,Windows,918.58
Microsoft,Intel i7,32,2TB SSD,macOS,2304.06
Lenovo,AMD Ryzen 3,32,2TB SSD,macOS,1554.6
Lenovo,Intel i3,32,1TB SSD,FreeDOS,1292.07
Acer,AMD Ryzen 9,4,1TB HDD,Linux,1701.43
MSI,Intel i3,16,512GB SSD,FreeDOS,1036.92
Acer,Intel i5,16,1TB HDD,Linux,1015.21
HP,Intel i5,16,1TB SSD,Windows,1577.08
MSI,AMD Ryzen 7,8,1TB HDD,macOS,1453.29
HP,AMD Ryzen 3,64,2TB SSD,FreeDOS,1199.25
HP,Intel i5,8,1TB SSD,Windows,819.13
Dell,AMD Ryzen 7,32,1TB SSD,Linux,3586.56
HP,Intel i3,4,512GB SSD,macOS,724.44
MSI,AMD Ryzen 5,8,2TB SSD,macOS,1654.63
Acer,Intel i9,16,512GB SSD,macOS,1774.65
Asus,AMD Ryzen 9,32,1TB HDD,macOS,2565.42
Dell,Intel i9,8,256GB SSD,FreeDOS,1653.54
Microsoft,Intel i7,32,512GB SSD,Linux,1834.14
Microsoft,AMD Ryzen 5,16,256GB SSD,Linux,1475.86
Microsoft,AMD Ryzen 5,32,256GB SSD,Linux,2117.8
Microsoft,Intel i9,64,1TB SSD,FreeDOS,4829.09
Dell,Intel i7,4,1TB HDD,Linux,707.59
Samsung,AMD Ryzen 5,4,1TB SSD,Linux,804.88
Apple,Intel i9,32,512GB SSD,Windows,4299.88
MSI,AMD Ryzen 5,4,512GB SSD,FreeDOS,2011.94
Dell,Intel i3,16,1TB SSD,Linux,708.5
Lenovo,Intel i3,64,512GB SSD,Windows,2176.14
HP,AMD Ryzen 9,4,256GB SSD,macOS,2469.63
Microsoft,Intel i5,64,2TB SSD,Windows,4035.01
Razer,AMD Ryzen 7,16,512GB SSD,FreeDOS,1640.25
Dell,Intel i7,32,256GB SSD,Windows,2621.03
HP,Intel i3,64,1TB SSD,FreeDOS,3361.42
Apple,AMD Ryzen 5,8,1TB HDD,Linux,1358.06
MSI,Intel i9,64,512GB SSD,Linux,4995.18
HP,Intel i5,16,1TB HDD,Linux,1638.57
Asus,AMD Ryzen 7,16,256GB SSD,FreeDOS,2191.26
HP,AMD Ryzen 3,16,1TB SSD,FreeDOS,1141.16
Dell,AMD Ryzen 5,32,256GB SSD,macOS,1201.52
Samsung,Intel i3,4,2TB SSD,macOS,874.43
MSI,AMD Ryzen 3,8,1TB SSD,macOS,1332.76
Razer,Intel i7,16,1TB HDD,macOS,2028.48
MSI,AMD Ryzen 3,4,1TB HDD,FreeDOS,1485.71
HP,Intel i3,64,1TB SSD,Windows,2525.78
MSI,Intel i3,64,512GB SSD,macOS,2055.06
Samsung,Intel i7,4,256GB SSD,macOS,1134.35
MSI,AMD Ryzen 3,8,512GB SSD,macOS,1308.76
Razer,AMD Ryzen 7,64,1TB SSD,Windows,5745.56
Lenovo,Intel i5,32,512GB SSD,Windows,1275.49
Lenovo,Intel i9,4,1TB HDD,macOS,1311.05
Asus,Intel i7,4,2TB SSD,Windows,1886.14
Asus,Intel i5,4,2TB SSD,FreeDOS,680.69
Lenovo,Intel i5,8,512GB SSD,macOS,965.7
HP,AMD Ryzen 5,32,256GB SSD,Windows,1278.94
Razer,AMD Ryzen 5,4,1TB HDD,macOS,999.36
Razer,Intel i7,32,2TB SSD,FreeDOS,2635.42
Samsung,Intel i7,16,1TB HDD,macOS,1591.38
Acer,AMD Ryzen 5,32,1TB SSD,Linux,2785.53
HP,AMD Ryzen 7,16,256GB SSD,FreeDOS,1732.61
Samsung,Intel i7,4,1TB SSD,FreeDOS,1187.11
Apple,Intel i3,32,1TB HDD,Windows,1885.41
Samsung,Intel i3,32,512GB SSD,FreeDOS,1576.64
Acer,Intel i9,64,256GB SSD,Windows,4982.32
Apple,Intel i3,16,512GB SSD,FreeDOS,1729.35
Acer,AMD Ryzen 9,64,512GB SSD,FreeDOS,3720.86
Asus,Intel i5,4,512GB SSD,Linux,883.87
Acer,AMD Ryzen 7,16,1TB HDD,FreeDOS,1335.7
Samsung,Intel i9,16,2TB SSD,Windows,2336.56
Razer,Intel i7,64,2TB SSD,Windows,5023.73
Dell,Intel i9,64,1TB SSD,Windows,3183.13
Lenovo,Intel i9,16,1TB HDD,macOS,2979.21
Lenovo,AMD Ryzen 5,64,1TB SSD,FreeDOS,4039.27
HP,AMD Ryzen 5,64,512GB SSD,macOS,2323.33
Asus,Intel i3,4,1TB HDD,FreeDOS,736.27
Asus,AMD Ryzen 5,4,512GB SSD,Windows,663.84
Asus,AMD Ryzen 3,8,1TB SSD,FreeDOS,819.6
HP,AMD Ryzen 5,32,1TB SSD,Windows,1999.28
Acer,Intel i3,16,2TB SSD,macOS,730.66
Dell,Intel i5,8,256GB SSD,Windows,1275.7
Microsoft,Intel i3,8,1TB HDD,macOS,387.06
MSI,AMD Ryzen 9,4,512GB SSD,macOS,3642.7
Microsoft,AMD Ryzen 5,64,1TB HDD,macOS,1911.82
Samsung,AMD Ryzen 9,32,256GB SSD,Windows,2289.39
Samsung,Intel i3,16,1TB HDD,macOS,1178.65
Dell,Intel i5,8,2TB SSD,macOS,1524.92
Razer,Intel i7,4,256GB SSD,FreeDOS,1461.28
Asus,Intel i3,8,1TB SSD,Linux,952.21
Apple,Intel i3,16,512GB SSD,macOS,1574.31
Asus,Intel i7,32,512GB SSD,macOS,3549.22
Razer,Intel i9,32,1TB HDD,Linux,2691.31
Microsoft,Intel i7,32,1TB SSD,Linux,1627.87
Apple,AMD Ryzen 5,4,1TB SSD,Windows,1794.82
Microsoft,AMD Ryzen 7,16,2TB SSD,FreeDOS,2021.17
Dell,Intel i9,32,2TB SSD,Linux,4297.58
Razer,AMD Ryzen 7,32,512GB SSD,macOS,4977.46
HP,Intel i3,32,256GB SSD,FreeDOS,1957.04
Acer,AMD Ryzen 7,8,2TB SSD,Linux,1415.57
MSI,AMD Ryzen 5,4,1TB SSD,macOS,1032.99
Microsoft,Intel i7,32,1TB HDD,FreeDOS,2823.45
Apple,Intel i3,4,512GB SSD,macOS,1155.68
Acer,AMD Ryzen 9,16,1TB SSD,macOS,2300.04
Acer,Intel i3,32,256GB SSD,Windows,1215.8
Razer,Intel i7,8,1TB SSD,macOS,1869.69
Asus,Intel i7,32,512GB SSD,Windows,1681.4
Microsoft,Intel i3,16,1TB HDD,macOS,1075.09
MSI,Intel i3,16,2TB SSD,Windows,1911.76
Samsung,Intel i7,16,256GB SSD,macOS,1167.88
MSI,AMD Ryzen 3,4,512GB SSD,FreeDOS,1097.77
Dell,AMD Ryzen 3,8,2TB SSD,Linux,1349.23
Razer,AMD Ryzen 7,64,2TB SSD,FreeDOS,2653.1
Acer,AMD Ryzen 3,64,1TB HDD,Linux,1432.15
HP,Intel i9,32,512GB SSD,macOS,3214.74
Asus,AMD Ryzen 9,4,1TB HDD,Windows,1019.94
Acer,Intel i7,4,256GB SSD,Windows,1184.33
Lenovo,AMD Ryzen 3,64,256GB SSD,FreeDOS,1996.15
Microsoft,Intel i7,8,2TB SSD,FreeDOS,2168.81
Asus,AMD Ryzen 3,64,512GB SSD,FreeDOS,2776
Lenovo,AMD Ryzen 9,64,256GB SSD,Linux,4503.7
Microsoft,Intel i9,64,1TB SSD,Linux,7204.6
Dell,Intel i9,8,2TB SSD,FreeDOS,1650.52
Samsung,AMD Ryzen 3,32,1TB HDD,Linux,1253.75
Lenovo,AMD Ryzen 9,64,2TB SSD,macOS,3697.94
Razer,Intel i7,64,256GB SSD,Linux,2912.6
Apple,AMD Ryzen 3,4,1TB SSD,Linux,2136
Dell,AMD Ryzen 3,32,1TB SSD,FreeDOS,2501.57
Acer,Intel i7,64,1TB SSD,Linux,3928.71
Lenovo,Intel i3,64,512GB SSD,Linux,3554.92
Razer,AMD Ryzen 7,32,256GB SSD,FreeDOS,2664.19
Lenovo,AMD Ryzen 9,64,2TB SSD,Windows,2736.38
Samsung,AMD Ryzen 3,4,2TB SSD,Windows,1385.56
Apple,AMD Ryzen 3,64,1TB SSD,Linux,2812.5
Samsung,Intel i5,4,512GB SSD,Windows,1174.79
Apple,Intel i3,16,512GB SSD,Linux,1186.3
Apple,AMD Ryzen 7,32,2TB SSD,FreeDOS,2612.67
Lenovo,Intel i7,16,2TB SSD,Windows,1206.18
Apple,AMD Ryzen 7,32,2TB SSD,macOS,3201.41
Dell,Intel i5,64,1TB SSD,Windows,2901.13
Microsoft,Intel i3,8,1TB HDD,Windows,795.51
Acer,Intel i9,64,2TB SSD,macOS,4430.82
MSI,Intel i5,4,1TB SSD,macOS,2039.34
Acer,AMD Ryzen 3,4,2TB SSD,Linux,1381.05
Acer,Intel i3,32,1TB SSD,macOS,1587.96
Asus,Intel i3,8,2TB SSD,Linux,863.12
HP,Intel i5,8,1TB HDD,macOS,1299.29
Dell,AMD Ryzen 5,64,2TB SSD,Linux,2420.46
Samsung,Intel i5,32,256GB SSD,Windows,1357.55
Apple,Intel i9,16,256GB SSD,Linux,4856.15
Apple,AMD Ryzen 5,64,2TB SSD,macOS,2861.13
MSI,AMD Ryzen 5,32,1TB HDD,Windows,1772.96
MSI,Intel i5,8,512GB SSD,FreeDOS,1262.7
Asus,Intel i7,64,1TB HDD,Windows,3115.4
Asus,Intel i3,64,512GB SSD,macOS,2583.47
